背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,出塁率,長打率,OPS,year,team
2,今宮健太,右,.240,144,662,551,61,132,14,10.6,26,1,3,2-1-0,169,42,104,41,0,4,62,4,10,5,66.7,15,0,10,.295,.307,.602,2014,H
3,松中信彦,左,.111,33,33,27,0,3,1,33.3,1,0,0,-,4,4,6,4,0,1,0,1,0,0,-,0,0,0,.242,.148,.391,2014,H
4,金子圭輔,両,.208,38,61,48,5,10,1,10.0,2,0,0,-,12,6,15,9,1,1,3,0,1,1,50.0,2,0,0,.345,.250,.595,2014,H
5,松田宣浩,右,.301,101,423,392,54,118,14,11.9,20,3,18,12-5-0,198,56,80,24,0,2,1,4,12,6,66.7,7,0,13,.341,.505,.846,2014,H
6,吉村裕基,右,.296,64,192,162,15,48,1,2.1,11,0,5,3-2-0,74,29,28,24,1,1,2,3,1,2,33.3,2,0,5,.384,.457,.841,2014,H
8,鶴岡慎也,右,.216,98,190,162,12,35,2,5.7,4,3,0,-,45,25,23,7,0,0,17,4,0,2,0.0,2,3,5,.243,.278,.521,2014,H
10,李大浩,右,.300,144,625,566,60,170,8,4.7,30,0,19,12-6-1,257,68,97,46,0,10,0,3,0,3,0.0,0,0,18,.362,.454,.816,2014,H
12,髙谷裕亮,左,.000,20,5,5,1,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2014,H
22,山下斐紹,左,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
23,城所龍磨,左,.250,81,12,8,9,2,1,50.0,0,0,0,-,2,0,3,2,0,0,2,0,8,4,66.7,2,0,0,.400,.250,.650,2014,H
24,長谷川勇也,左,.300,135,541,473,58,142,11,7.7,30,3,6,3-3-0,196,55,95,54,2,7,0,7,7,7,50.0,4,0,8,.375,.414,.790,2014,H
27,細川亨,右,.190,112,294,247,14,47,2,4.3,9,0,5,4-1-0,71,32,83,12,1,3,29,3,0,0,-,5,3,3,.234,.287,.521,2014,H
32,塚田正義,右,.000,4,4,3,0,0,0,-,0,0,0,-,0,1,1,0,0,0,0,1,0,0,-,0,0,0,.000,.000,.000,2014,H
35,川島慶三,右,.176,10,21,17,1,3,0,0.0,0,0,0,-,3,1,5,3,0,1,0,0,2,0,100.0,0,0,0,.333,.176,.510,2014,H
36,明石健志,左,.252,93,273,250,38,63,8,12.7,10,4,1,1-0-0,84,21,54,13,1,2,7,1,17,4,81.0,7,0,4,.293,.336,.629,2014,H
43,江川智晃,右,.226,39,37,31,6,7,1,14.3,1,1,1,0-1-0,13,3,12,5,0,1,0,0,0,0,-,0,0,1,.351,.419,.771,2014,H
44,柳田悠岐,左,.317,144,615,524,91,166,20,12.0,18,4,15,7-8-0,237,70,131,72,5,16,0,3,33,6,84.6,6,0,8,.413,.452,.865,2014,H
45,李杜軒,右,.111,5,9,9,0,1,0,0.0,0,0,0,-,1,0,6,0,0,0,0,0,0,0,-,0,0,0,.111,.111,.222,2014,H
46,本多雄一,左,.291,94,398,344,51,100,15,15.0,12,6,0,-,124,21,47,33,2,2,16,3,23,6,79.3,6,0,10,.353,.360,.714,2014,H
60,中村晃,左,.308,143,638,571,75,176,14,8.0,22,4,4,3-1-0,218,61,61,59,2,3,3,2,10,2,83.3,2,0,4,.375,.382,.757,2014,H
62,拓也,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
68,猪本健太郎,右,1.000,1,1,1,0,1,0,0.0,0,0,0,-,1,0,0,0,0,0,0,0,0,0,-,0,0,0,1.000,1.000,2.000,2014,H
69,牧原大成,左,.077,11,15,13,1,1,1,100.0,0,0,0,-,1,0,6,0,0,0,2,0,0,1,0.0,2,0,0,.077,.077,.154,2014,H
95,カニザレス,右,.308,8,14,13,1,4,0,0.0,3,0,0,-,7,2,1,0,0,0,0,1,0,0,-,0,0,1,.286,.538,.824,2014,H
00,江尻慎太郎,右,-,3,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
11,中田賢一,右,.000,25,5,5,0,0,0,-,0,0,0,-,0,0,3,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2014,H
13,二保旭,右,-,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
16,東浜巨,右,-,7,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
17,ウルフ,右,-,8,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
19,森福允彦,左,-,58,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
20,寺原隼人,右,-,5,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
21,岩嵜翔,右,.000,18,3,2,0,0,0,-,0,0,0,-,0,0,0,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2014,H
25,巽真悟,左,-,3,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
28,大隣憲司,左,-,9,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
29,大場翔太,右,-,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
30,武田翔太,右,-,7,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,2,0,0,-,-,.000,2014,H
34,山田大樹,左,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
37,岡島秀樹,左,-,44,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2014,H
38,森唯斗,右,-,58,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
40,日高亮,左,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
41,千賀滉大,左,-,19,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
42,飯田優也,左,.000,12,2,2,0,0,0,-,0,0,0,-,0,0,2,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2014,H
47,帆足和幸,左,.000,13,2,2,0,0,0,-,0,0,0,-,0,0,2,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2014,H
50,攝津正,右,.500,22,3,2,1,1,1,100.0,0,0,0,-,1,0,1,1,0,0,0,0,0,0,-,0,0,0,.667,.500,1.167,2014,H
53,五十嵐亮太,右,-,63,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
54,柳瀬明宏,右,-,40,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
55,スタンリッジ,右,.000,26,5,5,0,0,0,-,0,0,0,-,0,1,3,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2014,H
56,星野大地,右,-,4,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
57,嘉弥真新也,左,.000,32,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2014,H
58,サファテ,右,-,64,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,2,0,0,-,-,.000,2014,H
59,オセゲラ,左,.000,3,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,1,.000,.000,.000,2014,H
61,金無英,右,-,25,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
67,バリオス,右,-,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
39,山中浩史,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2014,H
00,細山田武史,右,.167,12,8,6,2,1,0,0.0,1,0,0,-,2,2,0,1,1,0,1,0,1,0,100.0,0,0,0,.286,.333,.619,2015,H
0,髙田知季,左,.237,81,175,156,16,37,4,10.8,3,1,1,1-0-0,45,11,43,12,0,0,7,0,4,2,66.7,4,0,2,.292,.288,.580,2015,H
1,内川聖一,右,.284,136,585,529,60,150,9,6.0,24,1,11,9-2-0,209,82,55,45,2,4,0,7,1,0,100.0,3,0,24,.340,.395,.735,2015,H
2,今宮健太,右,.228,142,530,457,52,104,9,8.7,18,3,7,5-2-0,149,45,83,34,0,0,35,4,3,3,50.0,11,0,13,.279,.326,.605,2015,H
3,松中信彦,左,.067,9,16,15,0,1,0,0.0,0,0,0,-,1,1,9,1,0,0,0,0,0,0,-,0,0,0,.125,.067,.192,2015,H
4,金子圭輔,両,.500,9,4,4,0,2,0,0.0,0,0,0,-,2,0,1,0,0,0,0,0,0,0,-,0,0,0,.500,.500,1.000,2015,H
5,松田宣浩,右,.287,143,603,533,91,153,15,9.8,22,2,35,26-8-0,284,94,135,60,3,2,0,8,8,10,44.4,8,0,17,.357,.533,.889,2015,H
6,吉村裕基,右,.217,73,151,129,12,28,4,14.3,5,2,3,2-1-0,46,15,36,16,2,5,0,1,0,0,-,1,0,1,.325,.357,.681,2015,H
7,中村晃,左,.300,135,590,506,58,152,24,15.8,22,0,1,1-0-0,177,39,47,66,0,6,9,3,7,4,63.6,4,0,7,.386,.350,.735,2015,H
8,鶴岡慎也,右,.195,56,142,128,7,25,3,12.0,3,1,1,1-0-0,33,9,17,7,0,0,5,2,1,0,100.0,1,1,2,.234,.258,.491,2015,H
9,柳田悠岐,左,.363,138,605,502,110,182,20,11.0,31,1,34,23-7-0,317,99,101,88,4,14,0,1,32,8,80.0,4,0,9,.469,.631,1.101,2015,H
10,李大浩,右,.282,141,584,510,68,144,4,2.8,30,0,31,20-9-0,267,98,109,62,0,9,0,3,0,1,0.0,3,0,17,.368,.524,.892,2015,H
12,髙谷裕亮,左,.175,93,192,171,14,30,3,10.0,6,1,1,1-0-0,41,16,31,13,0,0,8,0,0,1,0.0,4,5,2,.234,.240,.473,2015,H
22,斐紹,左,.167,11,9,6,0,1,0,0.0,0,0,0,-,1,0,1,3,0,0,0,0,0,1,0.0,0,0,1,.444,.167,.611,2015,H
23,城所龍磨,左,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,-,-,.000,2015,H
24,長谷川勇也,左,.224,30,96,85,8,19,1,5.3,0,0,5,2-3-0,34,12,27,11,1,0,0,0,0,0,-,0,0,0,.313,.400,.713,2015,H
27,細川亨,右,.116,59,114,95,4,11,0,0.0,5,0,0,-,16,5,37,9,0,0,9,1,0,0,-,4,1,2,.190,.168,.359,2015,H
32,塚田正義,右,.167,12,12,12,1,2,0,0.0,0,0,1,1-0-0,5,1,2,0,0,0,0,0,2,0,100.0,0,0,0,.167,.417,.583,2015,H
35,川島慶三,右,.274,77,194,157,34,43,3,7.0,6,4,2,2-0-0,63,20,29,22,0,3,9,3,7,2,77.8,1,0,2,.368,.401,.769,2015,H
36,明石健志,左,.263,115,394,342,49,90,11,12.2,12,3,3,3-0-0,117,30,64,31,1,5,12,4,11,5,68.8,1,0,4,.330,.342,.672,2015,H
37,福田秀平,左,.232,84,183,168,28,39,2,5.1,11,2,1,1-0-0,57,14,35,12,0,0,3,0,10,4,71.4,2,0,1,.283,.339,.623,2015,H
43,江川智晃,右,.206,25,37,34,4,7,1,14.3,3,0,1,1-0-0,13,4,11,2,0,0,0,1,0,0,-,0,0,1,.243,.382,.626,2015,H
46,本多雄一,左,.228,61,174,158,17,36,5,13.9,8,0,0,-,44,4,36,9,0,1,6,0,5,4,55.6,4,0,2,.274,.278,.552,2015,H
51,上林誠知,左,.318,15,45,44,6,14,4,28.6,4,1,2,1-1-0,26,6,13,0,0,1,0,0,0,2,0.0,0,0,0,.333,.591,.924,2015,H
62,拓也,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,H
68,猪本健太郎,右,.000,2,2,2,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2015,H
69,牧原大成,左,.159,43,51,44,6,7,2,28.6,1,0,0,-,8,4,4,0,0,1,4,2,2,0,100.0,2,0,2,.170,.182,.352,2015,H
95,カニザレス,右,.333,14,36,33,3,11,0,0.0,1,0,1,1-0-0,15,3,5,3,0,0,0,0,0,0,-,0,0,1,.389,.455,.843,2015,H
11,中田賢一,右,.429,24,7,7,1,3,0,0.0,1,0,0,-,4,2,4,0,0,0,0,0,0,0,-,4,0,0,.429,.571,1.000,2015,H
13,二保旭,右,.000,44,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2015,H
16,東浜巨,右,-,6,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,H
17,ウルフ,右,-,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,H
19,森福允彦,左,-,32,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,H
20,寺原隼人,右,.333,21,3,3,0,1,0,0.0,0,0,0,-,1,2,1,0,0,0,0,0,0,0,-,0,0,0,.333,.333,.667,2015,H
21,岩嵜翔,右,-,8,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,H
25,巽真悟,左,-,7,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,H
28,大隣憲司,左,.000,11,4,4,0,0,0,-,0,0,0,-,0,0,4,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2015,H
30,武田翔太,右,.200,25,6,5,0,1,0,0.0,0,0,0,-,1,1,3,0,0,0,1,0,0,0,-,0,0,0,.200,.200,.400,2015,H
38,森唯斗,右,-,55,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,H
39,島袋洋奨,左,-,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,H
41,千賀滉大,左,-,4,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,H
42,飯田優也,左,-,35,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,H
44,バンデンハーク,右,-,15,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2015,H
47,帆足和幸,左,-,3,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,H
50,攝津正,右,.000,20,3,3,0,0,0,-,0,0,0,-,0,0,2,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2015,H
53,五十嵐亮太,右,-,54,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,2,0,0,-,-,.000,2015,H
54,柳瀬明宏,右,-,8,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,H
55,スタンリッジ,右,.000,23,3,3,0,0,0,-,0,0,0,-,0,0,3,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2015,H
57,嘉弥真新也,左,-,16,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,H
58,サファテ,右,-,65,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,2,0,0,-,-,.000,2015,H
65,バリオス,右,-,30,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2015,H
0,森山周,左,.000,11,15,13,1,0,0,-,0,0,0,-,0,0,0,0,0,0,2,0,0,0,-,0,0,0,.000,.000,.000,2007,Bs
2,的山哲也,右,.200,42,62,55,5,11,0,0.0,4,0,1,1-0-0,18,4,17,5,0,1,1,0,0,0,-,3,3,2,.279,.327,.606,2007,Bs
3,村松有人,左,.289,128,506,453,56,131,21,16.0,11,3,0,-,148,28,58,27,1,4,19,3,9,6,60.0,4,0,6,.333,.327,.659,2007,Bs
4,阿部真宏,右,.259,77,281,239,30,62,3,4.8,14,1,0,-,78,18,21,18,0,5,18,1,2,1,66.7,4,0,4,.323,.326,.650,2007,Bs
7,水口栄二,右,.229,52,95,83,4,19,1,5.3,3,1,0,-,24,10,14,9,2,1,1,1,1,1,50.0,0,0,1,.309,.289,.598,2007,Bs
8,ローズ,左,.291,132,554,464,75,135,6,4.4,19,0,42,25-12-0,280,96,147,88,10,0,0,2,0,0,-,1,0,7,.403,.603,1.006,2007,Bs
9,平野恵一,左,.216,58,176,153,16,33,4,12.1,4,1,1,1-0-0,42,11,36,13,0,3,5,2,5,2,71.4,2,0,0,.287,.275,.561,2007,Bs
10,大引啓次,右,.274,126,444,394,37,108,6,5.6,18,2,2,1-1-0,136,24,79,31,0,2,16,1,3,4,42.9,17,0,9,.329,.345,.675,2007,Bs
12,木元邦之,左,.259,31,65,58,5,15,0,0.0,3,1,0,-,20,5,11,3,0,1,1,2,0,0,-,1,0,3,.297,.345,.642,2007,Bs
23,北川博敏,右,.280,144,602,557,60,156,9,5.8,23,1,9,7-2-0,208,61,79,31,1,7,0,7,4,2,66.7,3,0,23,.322,.373,.696,2007,Bs
24,後藤光尊,左,.255,107,337,314,28,80,9,11.3,16,2,10,4-4-1,130,34,26,14,3,2,4,3,5,7,41.7,9,0,7,.288,.414,.702,2007,Bs
25,アレン,右,.286,78,300,290,28,83,4,4.8,14,1,4,2-2-0,111,34,54,8,0,0,0,2,2,1,66.7,4,0,10,.303,.383,.686,2007,Bs
27,日高剛,左,.202,109,282,253,19,51,1,2.0,15,0,5,2-3-0,81,25,43,10,1,2,14,3,0,0,-,1,1,7,.235,.320,.555,2007,Bs
30,ラロッカ,右,.286,136,576,503,79,144,7,4.9,29,0,27,11-13-2,254,79,74,39,4,28,0,6,2,1,66.7,9,0,11,.366,.505,.871,2007,Bs
31,塩崎真,右,.141,34,68,64,4,9,1,11.1,1,0,1,0-0-1,13,5,10,1,0,0,2,1,0,0,-,1,0,2,.152,.203,.355,2007,Bs
36,下山真二,右,.244,111,365,324,28,79,8,10.1,12,2,7,5-1-0,116,24,79,26,0,2,13,0,0,3,0.0,0,0,11,.304,.358,.662,2007,Bs
37,辻俊哉,右,.182,12,39,33,2,6,0,0.0,2,0,0,-,8,3,8,4,0,0,2,0,0,0,-,0,1,1,.270,.242,.513,2007,Bs
38,平下晃司,左,.077,8,14,13,0,1,0,0.0,1,0,0,-,2,0,4,0,0,0,1,0,0,0,-,0,0,1,.077,.154,.231,2007,Bs
40,前田大輔,右,.227,38,106,97,7,22,1,4.5,2,0,3,2-1-0,33,16,19,6,0,1,2,0,0,0,-,2,1,3,.279,.340,.619,2007,Bs
44,鈴木郁洋,右,-,3,0,0,1,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,Bs
46,迎祐一郎,右,.184,14,45,38,2,7,0,0.0,0,0,1,0-1-0,10,5,11,4,0,0,2,1,1,0,100.0,0,0,3,.256,.263,.519,2007,Bs
50,大西宏明,右,.247,83,257,227,28,56,5,8.9,8,0,4,2-2-0,76,16,55,20,0,3,5,2,3,2,60.0,2,0,4,.313,.335,.648,2007,Bs
52,坂口智隆,左,.241,46,149,137,13,33,5,15.2,6,1,0,-,41,8,21,5,0,1,6,0,4,1,80.0,1,0,0,.273,.299,.572,2007,Bs
53,相川良太,右,.125,13,24,24,0,3,0,0.0,1,0,0,-,4,0,6,0,0,0,0,0,0,0,-,1,0,2,.125,.167,.292,2007,Bs
58,長田昌浩,左,.000,5,5,5,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,.000,.000,.000,2007,Bs
60,牧田勝吾,右,.292,9,26,24,3,7,1,14.3,2,0,1,1-0-0,12,3,4,0,0,0,1,1,0,0,-,2,0,3,.280,.500,.780,2007,Bs
66,由田慎太郎,左,.238,22,27,21,4,5,2,40.0,0,0,1,1-0-0,8,3,5,4,0,0,2,0,0,0,-,0,0,0,.360,.381,.741,2007,Bs
6,デイビー,右,.000,26,4,4,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2007,Bs
11,川越英隆,右,.000,24,3,2,0,0,0,-,0,0,0,-,0,0,2,0,0,0,1,0,0,0,-,1,0,0,.000,.000,.000,2007,Bs
13,吉田修司,左,-,36,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,Bs
14,岸田護,右,.000,39,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2007,Bs
15,加藤大輔,右,-,63,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,Bs
16,平野佳寿,右,.000,27,4,4,0,0,0,-,0,0,0,-,0,0,3,0,0,0,0,0,0,0,-,1,0,1,.000,.000,.000,2007,Bs
17,香月良太,右,-,3,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,Bs
19,金子千尋,左,-,36,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,Bs
20,山本省吾,左,-,20,0,0,1,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,Bs
22,ユウキ,右,.000,16,5,5,0,0,0,-,0,0,0,-,0,0,5,0,0,0,0,0,0,0,-,2,0,0,.000,.000,.000,2007,Bs
26,加藤康介,左,-,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,Bs
28,小松聖,右,-,8,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,Bs
29,セラフィニ,右,-,9,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,Bs
32,カーター,右,.000,35,3,2,0,0,0,-,0,0,0,-,0,0,2,0,0,0,1,0,0,0,-,1,0,0,.000,.000,.000,2007,Bs
33,高木康成,左,.000,54,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2007,Bs
34,本柳和也,右,-,49,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,Bs
35,大久保勝信,右,-,42,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2007,Bs
43,菊地原毅,左,-,28,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2007,Bs
45,光原逸裕,右,-,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,Bs
49,中山慎也,左,-,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,Bs
65,近藤一樹,右,-,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,Bs
99,吉川勝成,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,Bs
21,吉井理人,右,-,10,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2007,Bs
00,山﨑浩司,右,.000,2,2,1,1,0,0,-,0,0,0,-,0,0,1,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2008,Bs
0,森山周,左,.207,42,67,58,10,12,5,41.7,1,0,0,-,13,5,12,5,0,0,3,1,4,3,57.1,5,0,0,.266,.224,.490,2008,Bs
2,木元邦之,左,.091,15,34,33,1,3,0,0.0,0,0,0,-,3,2,10,0,0,0,1,0,0,0,-,0,0,1,.091,.091,.182,2008,Bs
3,村松有人,左,.265,83,263,234,28,62,10,16.1,7,5,1,0-1-0,82,16,32,20,0,2,6,1,4,1,80.0,0,0,4,.327,.350,.677,2008,Bs
4,阿部真宏,右,.218,55,137,119,12,26,1,3.8,5,0,0,-,31,9,15,6,0,3,9,0,1,0,100.0,5,0,0,.273,.261,.534,2008,Bs
5,清原和博,右,.182,22,25,22,0,4,0,0.0,2,0,0,-,6,3,11,3,0,0,0,0,0,0,-,0,0,0,.280,.273,.553,2008,Bs
7,濱中治,右,.253,85,247,217,25,55,6,10.9,11,2,9,6-3-0,97,29,50,25,0,1,2,2,0,4,0.0,3,0,6,.331,.447,.778,2008,Bs
8,ローズ,左,.277,142,600,499,82,138,4,2.9,31,1,40,23-12-0,291,118,145,95,9,3,0,2,2,0,100.0,1,0,8,.394,.583,.977,2008,Bs
10,大引啓次,右,.258,88,305,275,29,71,2,2.8,16,3,3,1-2-0,102,26,61,12,0,1,16,1,1,2,33.3,7,0,4,.291,.371,.662,2008,Bs
22,前田大輔,右,.122,24,52,49,3,6,0,0.0,1,0,1,0-1-0,10,4,13,3,0,0,0,0,1,1,50.0,0,1,0,.173,.204,.377,2008,Bs
23,北川博敏,右,.265,105,399,343,41,91,6,6.6,24,0,13,6-6-0,154,49,51,37,3,7,2,10,4,2,66.7,10,0,8,.340,.449,.789,2008,Bs
24,後藤光尊,左,.285,115,447,410,52,117,6,5.1,32,0,14,8-6-0,191,57,88,16,2,11,7,3,13,6,68.4,7,0,5,.327,.466,.793,2008,Bs
25,迎祐一郎,右,.132,35,76,68,5,9,1,11.1,0,0,0,-,9,3,16,4,0,0,4,0,4,0,100.0,1,0,0,.181,.132,.313,2008,Bs
27,日高剛,左,.269,134,474,417,44,112,9,8.0,27,1,13,6-6-0,180,47,67,28,3,8,18,3,1,4,20.0,6,2,11,.325,.432,.756,2008,Bs
30,ラロッカ,右,.169,26,105,89,12,15,1,6.7,4,0,1,1-0-0,22,9,14,8,0,7,0,1,0,0,-,4,0,3,.286,.247,.533,2008,Bs
31,塩崎真,右,.222,92,186,153,18,34,5,14.7,6,1,1,0-1-0,45,6,31,17,0,4,11,1,0,0,-,4,0,0,.314,.294,.608,2008,Bs
36,下山真二,右,.270,123,416,356,64,96,11,11.5,24,3,10,6-4-0,156,44,73,40,1,2,15,3,3,3,50.0,0,0,2,.344,.438,.782,2008,Bs
37,辻俊哉,右,.056,9,18,18,0,1,0,0.0,1,0,0,-,2,0,3,0,0,0,0,0,0,0,-,1,0,2,.056,.111,.167,2008,Bs
